Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Brazil,Serie A,2018,02/10/2018,00:00,Parana,Vasco,1,1,D,2.96,3.04,2.75,3.09,3.04,2.85,2.89,2.91,2.65
Brazil,Serie A,2018,05/10/2018,23:00,Sport Recife,Internacional,2,1,H,4.24,3.41,1.99,4.58,3.41,2.05,4.04,3.27,1.96
Brazil,Serie A,2018,06/10/2018,01:00,Corinthians,Flamengo RJ,0,3,A,3.06,2.94,2.75,3.1,3,2.8,2.95,2.87,2.64
Brazil,Serie A,2018,06/10/2018,01:30,Vitoria,Santos,0,1,A,3.89,3.33,2.11,4,3.33,2.2,3.67,3.19,2.09
Brazil,Serie A,2018,06/10/2018,20:00,Atletico-PR,America MG,4,0,H,1.46,4.31,8.18,1.48,4.31,9.17,1.44,4.06,7.94
Brazil,Serie A,2018,06/10/2018,20:00,Chapecoense-SC,Atletico-MG,1,0,H,2.97,3.02,2.76,2.97,3.2,2.76,2.86,3.01,2.62
Brazil,Serie A,2018,06/10/2018,22:00,Sao Paulo,Palmeiras,0,2,A,2.76,2.92,3.07,2.78,3.05,3.07,2.66,2.89,2.91
Brazil,Serie A,2018,07/10/2018,01:00,Gremio,Bahia,2,2,D,1.37,4.68,10.04,1.4,4.85,11.45,1.36,4.41,9.83
Brazil,Serie A,2018,09/10/2018,00:00,Fluminense,Parana,4,0,H,1.53,3.67,8.78,1.53,3.9,9.55,1.5,3.72,7.67
Brazil,Serie A,2018,10/10/2018,01:00,Botafogo RJ,Vasco,1,1,D,2.18,3.11,3.96,2.25,3.25,3.96,2.15,3.09,3.65
Brazil,Serie A,2018,13/10/2018,21:00,Flamengo RJ,Fluminense,3,0,H,1.7,3.65,5.7,1.72,3.75,5.94,1.69,3.53,5.35
Brazil,Serie A,2018,13/10/2018,23:00,Santos,Corinthians,1,0,H,1.48,4.09,8.3,1.52,4.09,9,1.47,3.82,7.99
Brazil,Serie A,2018,14/10/2018,01:00,Bahia,Parana,2,0,H,1.36,4.45,12.22,1.4,4.75,12.22,1.36,4.3,9.98
Brazil,Serie A,2018,14/10/2018,15:00,Chapecoense-SC,Vitoria,0,1,A,1.83,3.33,5.28,1.87,3.45,5.4,1.81,3.28,4.86
Brazil,Serie A,2018,14/10/2018,20:00,Internacional,Sao Paulo,3,1,H,1.93,3.19,4.88,1.97,3.3,5,1.9,3.18,4.49
Brazil,Serie A,2018,14/10/2018,20:00,Palmeiras,Gremio,2,0,H,1.94,3.06,5.21,1.97,3.3,5.26,1.91,3.05,4.73
Brazil,Serie A,2018,14/10/2018,20:00,Vasco,Cruzeiro,2,0,H,2.22,3.15,3.81,2.27,3.21,3.81,2.16,3.07,3.61
Brazil,Serie A,2018,14/10/2018,23:00,Atletico-MG,America MG,0,0,D,1.59,3.95,6.47,1.59,4.05,8,1.55,3.87,6.21
Brazil,Serie A,2018,14/10/2018,23:00,Atletico-PR,Sport Recife,4,0,H,1.34,4.91,10.66,1.4,5.18,10.75,1.34,4.81,9.11
Brazil,Serie A,2018,16/10/2018,00:00,Ceara,Botafogo RJ,0,0,D,2.11,3.28,3.95,2.2,3.3,3.97,2.09,3.16,3.7
Brazil,Serie A,2018,20/10/2018,20:00,America MG,Gremio,1,1,D,2.8,3.03,2.91,2.92,3.03,2.96,2.73,2.92,2.83
Brazil,Serie A,2018,20/10/2018,20:00,Botafogo RJ,Bahia,0,1,A,2.41,2.95,3.61,2.41,3.11,3.75,2.29,2.98,3.47
Brazil,Serie A,2018,20/10/2018,23:00,Sao Paulo,Atletico-PR,0,0,D,2.18,3.08,4.01,2.25,3.25,4.01,2.15,3.03,3.7
Brazil,Serie A,2018,20/10/2018,23:00,Sport Recife,Vasco,2,1,H,2.77,3.17,2.83,2.85,3.2,2.84,2.69,3.11,2.7
Brazil,Serie A,2018,21/10/2018,20:00,Fluminense,Atletico-MG,1,0,H,2.51,3.26,3.07,2.63,3.26,3.08,2.47,3.14,2.93
Brazil,Serie A,2018,21/10/2018,20:00,Palmeiras,Ceara,2,1,H,1.39,4.41,10.51,1.43,4.41,11.45,1.39,4.21,9.3
Brazil,Serie A,2018,21/10/2018,20:00,Vitoria,Corinthians,2,2,D,2.45,3.03,3.42,2.56,3.03,3.45,2.41,2.93,3.27
Brazil,Serie A,2018,21/10/2018,23:00,Cruzeiro,Chapecoense-SC,3,0,H,1.57,3.96,6.73,1.62,3.97,7.27,1.56,3.72,6.45
Brazil,Serie A,2018,21/10/2018,23:00,Parana,Flamengo RJ,0,4,A,7.98,3.99,1.51,9.36,4.04,1.57,7.59,3.83,1.49
Brazil,Serie A,2018,23/10/2018,00:00,Internacional,Santos,2,2,D,1.81,3.41,5.3,1.91,3.41,5.56,1.81,3.25,4.91
Brazil,Serie A,2018,24/10/2018,23:30,Cruzeiro,Ceara,0,2,A,1.63,3.66,6.73,1.65,3.75,7.27,1.61,3.61,6.08
Brazil,Serie A,2018,26/10/2018,23:30,Vitoria,Sao Paulo,0,1,A,3.2,3.26,2.42,3.28,3.31,2.42,3.12,3.18,2.32
Brazil,Serie A,2018,27/10/2018,01:30,Vasco,Internacional,1,1,D,3.11,3.38,2.42,3.14,3.38,2.53,3.01,3.21,2.38
Brazil,Serie A,2018,27/10/2018,20:30,Gremio,Sport Recife,3,4,A,1.63,3.89,6.05,1.63,3.9,6.51,1.6,3.75,5.73
Brazil,Serie A,2018,27/10/2018,20:30,Santos,Fluminense,3,0,H,1.38,4.58,9.98,1.4,4.61,12.4,1.36,4.43,9.73
Brazil,Serie A,2018,27/10/2018,23:00,Chapecoense-SC,America MG,1,0,H,2,3.16,4.59,2.1,3.4,4.74,1.98,3.1,4.25
Brazil,Serie A,2018,27/10/2018,23:00,Corinthians,Bahia,2,1,H,2.21,2.94,4.18,2.24,3.15,4.4,2.08,3,4.01
Brazil,Serie A,2018,27/10/2018,23:00,Flamengo RJ,Palmeiras,1,1,D,2.22,3.08,3.89,2.23,3.3,4,2.15,3.06,3.7
Brazil,Serie A,2018,28/10/2018,01:00,Atletico-PR,Botafogo RJ,2,1,H,1.9,3.28,4.92,2.15,3.6,5,1.88,3.32,4.45
Brazil,Serie A,2018,28/10/2018,01:00,Cruzeiro,Parana,3,1,H,1.29,5.46,11.38,1.32,5.5,12,1.3,5.13,10.36
Brazil,Serie A,2018,29/10/2018,23:00,Ceara,Atletico-MG,2,1,H,2.46,3.19,3.22,2.6,3.28,3.25,2.4,3.1,3.07
Brazil,Serie A,2018,03/11/2018,20:00,Atletico-MG,Gremio,0,1,A,2.21,3.24,3.7,2.25,3.3,3.7,2.17,3.17,3.46
Brazil,Serie A,2018,03/11/2018,20:00,Fluminense,Vasco,0,1,A,2.82,3.15,2.79,3.2,3.15,2.83,2.79,3.07,2.64
Brazil,Serie A,2018,03/11/2018,22:00,Palmeiras,Santos,3,2,H,1.94,3.34,4.57,1.97,3.34,4.6,1.91,3.22,4.32
Brazil,Serie A,2018,04/11/2018,19:00,America MG,Cruzeiro,1,2,A,4.15,3.04,2.16,4.15,3.3,2.17,3.94,2.96,2.11
Brazil,Serie A,2018,04/11/2018,19:00,Botafogo RJ,Corinthians,1,0,H,2.09,3.13,4.26,2.15,3.2,4.26,2.05,3.08,3.97
Brazil,Serie A,2018,04/11/2018,19:00,Parana,Vitoria,1,1,D,3.28,3.13,2.46,3.4,3.2,2.46,3.2,3.06,2.35
Brazil,Serie A,2018,04/11/2018,19:00,Sao Paulo,Flamengo RJ,2,2,D,2.9,3.16,2.71,2.92,3.16,2.76,2.8,3.04,2.64
Brazil,Serie A,2018,04/11/2018,21:00,Bahia,Chapecoense-SC,1,0,H,1.64,3.66,6.48,1.7,3.75,6.7,1.64,3.5,5.86
Brazil,Serie A,2018,04/11/2018,21:00,Internacional,Atletico-PR,2,1,H,1.52,4.01,7.59,1.56,4.01,8,1.51,3.88,6.94
Brazil,Serie A,2018,05/11/2018,22:00,Sport Recife,Ceara,1,0,H,2.24,3.14,3.75,2.25,3.3,3.75,2.19,3.11,3.49
Brazil,Serie A,2018,10/11/2018,19:00,America MG,Parana,0,1,A,1.46,4.05,9.17,1.48,4.2,9.75,1.45,3.96,8.1
Brazil,Serie A,2018,10/11/2018,19:00,Corinthians,Sao Paulo,1,1,D,2.57,3.03,3.21,2.65,3.1,3.21,2.52,2.95,3.03
Brazil,Serie A,2018,10/11/2018,21:00,Atletico-PR,Cruzeiro,2,0,H,2.1,3.21,4.1,2.15,3.35,4.1,2.07,3.18,3.78
Brazil,Serie A,2018,10/11/2018,21:00,Botafogo RJ,Flamengo RJ,2,1,H,4.15,3.54,1.96,4.4,3.54,1.99,4.01,3.37,1.93
Brazil,Serie A,2018,11/11/2018,19:00,Atletico-MG,Palmeiras,1,1,D,2.68,3.21,2.89,2.75,3.3,2.89,2.61,3.14,2.76
Brazil,Serie A,2018,11/11/2018,19:00,Ceara,Internacional,1,1,D,2.82,2.98,2.94,2.85,3.2,2.94,2.73,2.94,2.78
Brazil,Serie A,2018,11/11/2018,19:00,Gremio,Vasco,2,1,H,1.41,4.64,8.74,1.41,4.64,11,1.39,4.42,8.5
Brazil,Serie A,2018,11/11/2018,19:00,Vitoria,Bahia,2,2,D,2.84,3.1,2.81,2.89,3.2,2.81,2.75,3.03,2.69
Brazil,Serie A,2018,11/11/2018,21:00,Fluminense,Sport Recife,0,0,D,1.92,3.47,4.44,1.93,3.54,4.53,1.88,3.38,4.24
Brazil,Serie A,2018,12/11/2018,22:00,Santos,Chapecoense-SC,0,1,A,1.66,3.6,6.4,1.66,4,7,1.6,3.63,6.09
Brazil,Serie A,2018,14/11/2018,21:30,Vasco,Atletico-PR,1,1,D,3.07,3.05,2.65,3.07,3.13,2.7,2.92,3.04,2.55
Brazil,Serie A,2018,14/11/2018,23:00,Bahia,Ceara,2,1,H,1.81,3.25,5.7,1.83,3.34,5.7,1.78,3.24,5.18
Brazil,Serie A,2018,14/11/2018,23:00,Parana,Atletico-MG,0,1,A,7.16,4.05,1.53,7.25,4.05,1.56,6.76,3.86,1.52
Brazil,Serie A,2018,14/11/2018,23:45,Cruzeiro,Corinthians,1,0,H,2.08,3.07,4.41,2.11,3.2,4.41,2.03,3.03,4.12
Brazil,Serie A,2018,14/11/2018,23:45,Palmeiras,Fluminense,3,0,H,1.36,4.84,9.98,1.38,4.85,11,1.35,4.58,9.32
Brazil,Serie A,2018,14/11/2018,23:45,Sport Recife,Vitoria,0,0,D,2.04,3.39,4.05,2.07,3.41,4.05,1.99,3.31,3.83
Brazil,Serie A,2018,15/11/2018,19:00,Chapecoense-SC,Botafogo RJ,0,1,A,2.15,3.07,4.14,2.17,3.12,4.14,2.12,3.02,3.83
Brazil,Serie A,2018,15/11/2018,19:00,Flamengo RJ,Santos,1,0,H,1.7,3.71,5.56,1.73,3.71,5.75,1.69,3.55,5.27
Brazil,Serie A,2018,15/11/2018,21:00,Sao Paulo,Gremio,1,1,D,2.91,2.91,2.91,2.98,2.96,2.92,2.81,2.87,2.77
Brazil,Serie A,2018,15/11/2018,23:00,Internacional,America MG,2,0,H,1.35,4.81,10.75,1.39,4.9,10.76,1.35,4.58,9.24
Brazil,Serie A,2018,17/11/2018,21:00,Corinthians,Vasco,1,0,H,1.76,3.5,5.47,1.82,3.5,5.52,1.74,3.35,5.18
Brazil,Serie A,2018,17/11/2018,21:00,Vitoria,Atletico-PR,1,2,A,2.78,3.38,2.67,2.83,3.4,2.67,2.73,3.22,2.57
Brazil,Serie A,2018,17/11/2018,23:00,Atletico-MG,Bahia,1,0,H,1.72,3.63,5.58,1.75,3.75,5.58,1.71,3.56,5.08
Brazil,Serie A,2018,18/11/2018,19:00,America MG,Santos,2,1,H,3.37,3.08,2.44,3.5,3.11,2.44,3.34,3.01,2.31
Brazil,Serie A,2018,18/11/2018,19:00,Botafogo RJ,Internacional,1,0,H,3.04,2.94,2.77,3.04,3,2.82,2.9,2.89,2.68
Brazil,Serie A,2018,18/11/2018,19:00,Parana,Palmeiras,1,1,D,17.68,6.97,1.15,29,8.6,1.17,20.23,6.98,1.15
Brazil,Serie A,2018,18/11/2018,19:00,Sport Recife,Flamengo RJ,0,1,A,3.42,3.32,2.29,3.6,3.33,2.29,3.38,3.21,2.19
Brazil,Serie A,2018,18/11/2018,21:00,Gremio,Chapecoense-SC,2,0,H,1.49,4.07,8.08,1.5,4.4,9,1.46,4.04,7.59
Brazil,Serie A,2018,18/11/2018,21:00,Sao Paulo,Cruzeiro,1,0,H,2.01,2.97,5.02,2.04,3.25,5.02,1.94,3.05,4.5
Brazil,Serie A,2018,19/11/2018,22:00,Fluminense,Ceara,0,0,D,1.98,3.18,4.69,2.05,3.25,4.69,1.96,3.13,4.32
Brazil,Serie A,2018,21/11/2018,21:30,Internacional,Atletico-MG,1,2,A,1.86,3.5,4.75,1.87,3.6,5,1.81,3.4,4.58
Brazil,Serie A,2018,21/11/2018,23:00,Santos,Botafogo RJ,1,1,D,1.95,3.18,4.84,1.97,3.4,5.25,1.91,3.18,4.41
Brazil,Serie A,2018,21/11/2018,23:45,Atletico-PR,Corinthians,1,0,H,1.47,4.38,7.76,1.49,4.4,8.5,1.45,4.11,7.4
Brazil,Serie A,2018,21/11/2018,23:45,Cruzeiro,Vitoria,3,0,H,1.73,3.84,5.09,1.73,4,5.5,1.68,3.64,5.09
Brazil,Serie A,2018,21/11/2018,23:45,Flamengo RJ,Gremio,2,0,H,2.2,3.05,4,2.21,3.11,4.03,2.14,3.02,3.75
Brazil,Serie A,2018,21/11/2018,23:45,Palmeiras,America MG,4,0,H,1.28,5.38,13.05,1.31,5.45,16,1.28,5.07,11.43
Brazil,Serie A,2018,22/11/2018,22:00,Vasco,Sao Paulo,2,0,H,2.51,3.13,3.2,2.58,3.13,3.27,2.43,3.01,3.08
Brazil,Serie A,2018,22/11/2018,23:00,Bahia,Fluminense,2,0,H,1.62,3.82,6.29,1.65,3.82,6.8,1.59,3.67,6.02
Brazil,Serie A,2018,22/11/2018,23:00,Ceara,Parana,1,0,H,1.34,5.03,10.38,1.36,5.25,11,1.33,4.78,9.7
Brazil,Serie A,2018,22/11/2018,23:00,Chapecoense-SC,Sport Recife,2,1,H,1.86,3.37,4.99,1.89,3.37,5.15,1.83,3.23,4.78
Brazil,Serie A,2018,24/11/2018,22:00,Santos,Atletico-MG,3,2,H,2.44,3.18,3.2,2.51,3.26,3.2,2.4,3.08,3.06
Brazil,Serie A,2018,25/11/2018,19:00,Atletico-PR,Ceara,2,2,D,1.89,3.26,4.84,1.9,3.38,5,1.86,3.23,4.57
Brazil,Serie A,2018,25/11/2018,19:00,Cruzeiro,Flamengo RJ,0,2,A,2.7,3.03,2.97,2.8,3.1,3.02,2.63,2.97,2.87
Brazil,Serie A,2018,25/11/2018,19:00,Vasco,Palmeiras,0,1,A,4.04,3.14,2.12,4.15,3.32,2.12,3.84,3.15,2.05
Brazil,Serie A,2018,25/11/2018,19:00,Vitoria,Gremio,0,0,D,4.37,3.7,1.85,4.7,3.7,1.87,4.35,3.51,1.82
Brazil,Serie A,2018,25/11/2018,21:00,America MG,Bahia,1,0,H,2.09,3.04,4.32,2.11,3.14,4.5,2.03,3.02,4.15
Brazil,Serie A,2018,25/11/2018,21:00,Corinthians,Chapecoense-SC,0,0,D,2.04,2.99,4.64,2.1,3.1,4.66,2.02,2.95,4.3
Brazil,Serie A,2018,25/11/2018,21:00,Internacional,Fluminense,2,0,H,1.44,4.45,7.71,1.48,4.45,9.5,1.44,4.22,7.45
Brazil,Serie A,2018,26/11/2018,22:00,Botafogo RJ,Parana,2,1,H,1.28,5.37,11.43,1.33,5.48,12.5,1.3,5.02,10.26
Brazil,Serie A,2018,26/11/2018,22:00,Sao Paulo,Sport Recife,0,0,D,1.37,4.8,8.83,1.45,4.8,9.2,1.4,4.42,8.09
Brazil,Serie A,2018,01/12/2018,21:00,Atletico-MG,Botafogo RJ,1,0,H,1.32,5.32,9.3,1.36,5.45,10.5,1.33,4.92,9.15
Brazil,Serie A,2018,01/12/2018,21:00,Flamengo RJ,Atletico-PR,1,2,A,1.45,4.67,6.98,1.5,4.7,8.5,1.43,4.47,6.97
Brazil,Serie A,2018,02/12/2018,19:00,Bahia,Cruzeiro,0,0,D,1.92,3.55,4.21,1.98,3.6,4.33,1.92,3.41,4.02
Brazil,Serie A,2018,02/12/2018,19:00,Ceara,Vasco,0,0,D,2.41,2.92,3.58,2.42,3,3.62,2.33,2.9,3.43
Brazil,Serie A,2018,02/12/2018,19:00,Chapecoense-SC,Sao Paulo,1,0,H,2.31,3.24,3.39,2.33,3.25,3.46,2.26,3.11,3.31
Brazil,Serie A,2018,02/12/2018,19:00,Fluminense,America MG,1,0,H,2.18,3.29,3.63,2.26,3.3,3.8,2.16,3.16,3.53
Brazil,Serie A,2018,02/12/2018,19:00,Gremio,Corinthians,1,0,H,1.3,5.11,11.32,1.34,5.25,13,1.31,4.81,10.64
Brazil,Serie A,2018,02/12/2018,19:00,Palmeiras,Vitoria,3,2,H,1.19,7.39,13.16,1.2,7.8,21,1.17,7.15,14.77
Brazil,Serie A,2018,02/12/2018,19:00,Parana,Internacional,1,1,D,5.14,3.4,1.81,5.3,3.5,1.83,4.85,3.36,1.78
Brazil,Serie A,2018,02/12/2018,19:00,Sport Recife,Santos,2,1,H,1.64,3.79,5.87,1.66,3.85,6.65,1.61,3.7,5.75
Brazil,Serie A,2019,27/04/2019,20:00,Sao Paulo,Botafogo RJ,2,0,H,1.78,3.39,5.61,1.81,3.6,5.8,1.74,3.37,5.14
Brazil,Serie A,2019,27/04/2019,23:00,Atletico-MG,Avai,2,1,H,1.56,4.09,6.46,1.58,4.09,7,1.53,3.9,6.34
Brazil,Serie A,2019,27/04/2019,23:00,Chapecoense-SC,Internacional,2,0,H,3.02,3.03,2.71,3.15,3.2,2.71,2.94,2.94,2.59
Brazil,Serie A,2019,28/04/2019,01:00,Flamengo RJ,Cruzeiro,3,1,H,2.32,3.2,3.47,2.32,3.4,3.57,2.21,3.12,3.4
Brazil,Serie A,2019,28/04/2019,15:00,Gremio,Santos,1,2,A,1.71,3.58,5.78,1.83,3.6,5.94,1.71,3.41,5.31
Brazil,Serie A,2019,28/04/2019,20:00,Athletico-PR,Vasco,4,1,H,1.48,4.1,8.19,1.5,4.33,8.5,1.46,4.02,7.31
Brazil,Serie A,2019,28/04/2019,20:00,Bahia,Corinthians,3,2,H,2.28,3.14,3.63,2.35,3.3,3.69,2.23,3.06,3.44
Brazil,Serie A,2019,28/04/2019,20:00,Ceara,CSA,4,0,H,1.88,3.41,4.81,1.89,3.5,4.85,1.84,3.32,4.49
Brazil,Serie A,2019,28/04/2019,23:00,Fluminense,Goias,0,1,A,1.77,3.68,5.02,1.84,3.68,5.2,1.75,3.49,4.75
Brazil,Serie A,2019,28/04/2019,23:00,Palmeiras,Fortaleza,4,0,H,1.36,4.98,9.4,1.4,4.98,10,1.36,4.66,8.53
Brazil,Serie A,2019,01/05/2019,20:00,Corinthians,Chapecoense-SC,1,0,H,1.66,3.3,7.5,1.67,3.6,7.5,1.62,3.42,6.38
Brazil,Serie A,2019,01/05/2019,20:00,CSA,Palmeiras,1,1,D,7.04,3.93,1.56,7.8,4,1.56,6.88,3.85,1.51
Brazil,Serie A,2019,01/05/2019,20:00,Internacional,Flamengo RJ,2,1,H,2.44,3.1,3.34,2.44,3.22,3.34,2.33,3.09,3.17
Brazil,Serie A,2019,01/05/2019,23:15,Avai,Gremio,1,1,D,3.88,3.16,2.18,4.2,3.3,2.21,3.72,3.11,2.1
Brazil,Serie A,2019,01/05/2019,23:15,Cruzeiro,Ceara,1,0,H,1.52,3.71,8.93,1.52,4.65,9.05,1.46,3.97,7.58
Brazil,Serie A,2019,02/05/2019,01:30,Fortaleza,Athletico-PR,2,1,H,3.6,3.27,2.23,3.65,3.27,2.29,3.42,3.09,2.21
Brazil,Serie A,2019,02/05/2019,01:30,Goias,Sao Paulo,1,2,A,3.1,3.04,2.63,3.18,3.15,2.63,3.03,2.98,2.49
Brazil,Serie A,2019,02/05/2019,01:30,Vasco,Atletico-MG,1,2,A,3.27,3.3,2.37,3.4,3.38,2.37,3.15,3.17,2.3
Brazil,Serie A,2019,02/05/2019,23:15,Santos,Fluminense,2,1,H,1.65,3.73,6.13,1.68,3.9,6.5,1.61,3.69,5.64
Brazil,Serie A,2019,03/05/2019,00:00,Botafogo RJ,Bahia,3,2,H,2.36,3.06,3.57,2.36,3.15,3.57,2.27,3,3.42
Brazil,Serie A,2019,04/05/2019,23:00,Palmeiras,Internacional,1,0,H,1.61,3.81,6.5,1.66,4,6.5,1.6,3.7,5.78
Brazil,Serie A,2019,04/05/2019,23:00,Vasco,Corinthians,1,1,D,3.26,3.16,2.46,3.26,3.2,2.5,3.1,3.06,2.39
Brazil,Serie A,2019,05/05/2019,01:00,Ceara,Atletico-MG,1,2,A,2.42,3.18,3.29,2.42,3.25,3.3,2.31,3.12,3.17
Brazil,Serie A,2019,05/05/2019,15:00,Chapecoense-SC,Athletico-PR,1,1,D,2.64,2.99,3.15,2.66,3.13,3.2,2.49,2.96,3.04
Brazil,Serie A,2019,05/05/2019,20:00,Botafogo RJ,Fortaleza,1,0,H,1.72,4,4.87,1.81,4,5.3,1.71,3.68,4.74
Brazil,Serie A,2019,05/05/2019,20:00,Cruzeiro,Goias,2,1,H,1.4,4.54,9.35,1.43,4.6,11,1.38,4.36,8.71
Brazil,Serie A,2019,05/05/2019,20:00,CSA,Santos,0,0,D,4.84,3.49,1.85,5,3.55,1.89,4.57,3.37,1.81
Brazil,Serie A,2019,05/05/2019,20:00,Sao Paulo,Flamengo RJ,1,1,D,2.06,3.31,4.07,2.13,3.5,4.2,1.99,3.28,3.85
Brazil,Serie A,2019,05/05/2019,23:00,Bahia,Avai,1,0,H,1.62,3.91,6.1,1.65,3.91,7,1.6,3.68,5.87
Brazil,Serie A,2019,05/05/2019,23:00,Gremio,Fluminense,4,5,A,1.51,4.14,7.47,1.59,4.14,7.8,1.51,3.85,6.79
Brazil,Serie A,2019,11/05/2019,20:00,Fluminense,Botafogo RJ,0,1,A,2.1,3.3,3.95,2.1,3.4,4.16,1.98,3.26,3.91
Brazil,Serie A,2019,11/05/2019,23:00,Corinthians,Gremio,0,0,D,3,2.98,2.76,3.02,3.04,2.8,2.87,2.89,2.67
Brazil,Serie A,2019,12/05/2019,01:00,Goias,Ceara,2,1,H,2.16,3.18,3.93,2.2,3.24,4,2.12,3.08,3.69
Brazil,Serie A,2019,12/05/2019,15:00,Flamengo RJ,Chapecoense-SC,2,1,H,1.43,4.39,8.7,1.45,4.5,9.2,1.41,4.23,7.98
Brazil,Serie A,2019,12/05/2019,20:00,Atletico-MG,Palmeiras,0,2,A,3.37,2.96,2.52,3.37,3.2,2.52,3.12,2.99,2.42
Brazil,Serie A,2019,12/05/2019,20:00,Internacional,Cruzeiro,3,1,H,2.1,3.11,4.26,2.11,3.25,4.26,2.02,3.12,3.98
Brazil,Serie A,2019,12/05/2019,20:00,Santos,Vasco,3,0,H,1.4,4.71,8.56,1.48,4.8,8.56,1.4,4.52,7.44
Brazil,Serie A,2019,12/05/2019,23:00,Athletico-PR,Bahia,1,0,H,1.85,3.49,4.79,1.87,3.75,5,1.8,3.39,4.59
Brazil,Serie A,2019,12/05/2019,23:00,Avai,CSA,0,0,D,1.7,3.67,5.62,1.75,3.75,5.8,1.69,3.5,5.28
Brazil,Serie A,2019,12/05/2019,23:00,Fortaleza,Sao Paulo,0,1,A,2.97,3,2.77,3,3.15,2.77,2.86,3.03,2.58
Brazil,Serie A,2019,18/05/2019,22:00,Fluminense,Cruzeiro,4,1,H,2.65,3.04,3.08,2.75,3.1,3.12,2.59,2.98,2.91
Brazil,Serie A,2019,18/05/2019,23:00,Atletico-MG,Flamengo RJ,2,1,H,2.88,3.21,2.68,2.98,3.26,2.68,2.84,3.14,2.52
Brazil,Serie A,2019,18/05/2019,23:00,Palmeiras,Santos,4,0,H,1.68,3.75,5.76,1.71,3.75,5.9,1.67,3.58,5.32
Brazil,Serie A,2019,19/05/2019,15:00,Sao Paulo,Bahia,0,0,D,1.83,3.41,5.1,1.84,3.55,5.5,1.76,3.4,4.91
Brazil,Serie A,2019,19/05/2019,20:00,Athletico-PR,Corinthians,0,2,A,2.25,3.1,3.76,2.42,3.14,3.8,2.29,2.95,3.43
Brazil,Serie A,2019,19/05/2019,20:00,Chapecoense-SC,Fortaleza,1,3,A,2.41,3.01,3.52,2.41,3.2,3.53,2.31,2.97,3.37
Brazil,Serie A,2019,19/05/2019,20:00,Goias,Botafogo RJ,1,0,H,2.26,3.2,3.61,2.26,3.25,3.61,2.19,3.14,3.44
Brazil,Serie A,2019,19/05/2019,20:00,Internacional,CSA,2,0,H,1.22,6.05,17.04,1.25,6.05,19,1.23,5.62,14.01
Brazil,Serie A,2019,19/05/2019,23:00,Ceara,Gremio,2,1,H,3.03,3.09,2.65,3.17,3.1,2.7,2.94,2.98,2.56
Brazil,Serie A,2019,19/05/2019,23:00,Vasco,Avai,1,1,D,1.71,3.71,5.48,1.73,3.75,5.5,1.7,3.55,5.15
Brazil,Serie A,2019,25/05/2019,20:00,Botafogo RJ,Palmeiras,0,1,A,8.64,4.39,1.43,10,4.39,1.48,8.15,4.13,1.42
Brazil,Serie A,2019,25/05/2019,23:00,Gremio,Atletico-MG,1,0,H,1.63,3.95,5.85,1.69,4,6.5,1.61,3.76,5.57
Brazil,Serie A,2019,26/05/2019,20:00,Flamengo RJ,Athletico-PR,3,2,H,1.43,4.52,8.23,1.45,4.65,9.1,1.4,4.35,8.08
Brazil,Serie A,2019,26/05/2019,20:00,Santos,Internacional,0,0,D,1.85,3.6,4.63,1.9,3.6,4.75,1.82,3.46,4.38
Brazil,Serie A,2019,26/05/2019,23:00,Bahia,Fluminense,3,2,H,1.91,3.37,4.71,1.96,3.44,4.71,1.89,3.27,4.29
Brazil,Serie A,2019,26/05/2019,23:00,Corinthians,Sao Paulo,1,0,H,2.45,2.83,3.71,2.5,3,3.75,2.36,2.76,3.56
Brazil,Serie A,2019,26/05/2019,23:00,Cruzeiro,Chapecoense-SC,1,2,A,1.4,4.37,10.03,1.42,4.4,10.5,1.39,4.22,9.06
Brazil,Serie A,2019,26/05/2019,23:00,Fortaleza,Vasco,1,1,D,1.89,3.48,4.58,2.04,3.5,4.7,1.88,3.33,4.21
Brazil,Serie A,2019,28/05/2019,00:00,Avai,Ceara,1,2,A,2.64,2.89,3.27,2.64,3,3.4,2.49,2.88,3.14
Brazil,Serie A,2019,28/05/2019,00:00,CSA,Goias,1,0,H,2.84,2.9,3,2.84,3.02,3,2.64,2.89,2.92
Brazil,Serie A,2019,01/06/2019,20:00,Flamengo RJ,Fortaleza,2,0,H,1.42,4.66,8.05,1.48,4.66,8.8,1.41,4.4,7.63
Brazil,Serie A,2019,01/06/2019,23:00,Bahia,Gremio,1,0,H,2.48,2.98,3.41,2.48,3.1,3.41,2.4,2.92,3.23
Brazil,Serie A,2019,02/06/2019,15:00,Botafogo RJ,Vasco,1,0,H,2.35,3.19,3.42,2.36,3.28,3.45,2.24,3.13,3.3
Brazil,Serie A,2019,02/06/2019,20:00,Athletico-PR,Fluminense,3,0,H,1.66,3.88,5.67,1.7,3.93,5.75,1.64,3.76,5.23
Brazil,Serie A,2019,02/06/2019,20:00,Ceara,Santos,0,1,A,2.84,3.21,2.73,2.84,3.28,2.74,2.69,3.13,2.65
Brazil,Serie A,2019,02/06/2019,20:00,Sao Paulo,Cruzeiro,1,1,D,2.37,2.98,3.65,2.38,3.1,3.65,2.26,2.93,3.52
Brazil,Serie A,2019,02/06/2019,23:00,Atletico-MG,CSA,4,0,H,1.41,4.64,8.45,1.48,4.64,9,1.42,4.28,7.77
